"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"1",0,0.336507936507937,0.548148148148148,0.250841750841751,0.455026455026455,0.239766081871345,0.259259259259259,0.274053089917113,0.307378244386118,0.256524216524217,0.413299663299663,0.541005291005291,0.477736163129421,0.485981308411215,0.414141414141414,0.415692007797271
"2",0.336507936507937,0,0.355555555555556,0.233116883116883,0.404761904761905,0.326817042606516,0.25,0.520922703358964,0.536557930258718,0.496703296703297,0.451298701298701,0.502380952380952,0.464847512038523,0.546461949265688,0.437662337662338,0.479323308270677
"3",0.548148148148148,0.355555555555556,0,0.440404040404041,0.428571428571429,0.546198830409357,0.474305555555556,0.760434372049103,0.791863517060368,0.745128205128205,0.617676767676768,0.741666666666667,0.563795255930088,0.735410176531672,0.583838383838384,0.67719298245614
"4",0.250841750841751,0.233116883116883,0.440404040404041,0,0.397186147186147,0.221291866028708,0.272727272727273,0.427955189286634,0.467788117394417,0.438461538461539,0.386363636363636,0.468614718614719,0.401685393258427,0.495681110167092,0.363636363636364,0.379186602870813
"5",0.455026455026455,0.404761904761905,0.428571428571429,0.397186147186147,0,0.457393483709273,0.391369047619048,0.648320518008903,0.67941507311586,0.644175824175824,0.295454545454545,0.464285714285714,0.357945425361156,0.485981308411215,0.336363636363636,0.387844611528822
"6",0.239766081871345,0.326817042606516,0.546198830409357,0.221291866028708,0.457393483709273,0,0.280701754385965,0.31956662193728,0.374188423815444,0.333225371120108,0.455741626794258,0.474937343358396,0.342203824167159,0.488030824725365,0.469059011164275,0.37280701754386
"7",0.259259259259259,0.25,0.474305555555556,0.272727272727273,0.391369047619048,0.280701754385965,0,0.447592067988668,0.44488188976378,0.395384615384615,0.46875,0.498511904761905,0.515449438202247,0.520151869158879,0.496022727272727,0.481907894736842
"8",0.274053089917113,0.520922703358964,0.760434372049103,0.427955189286634,0.648320518008903,0.31956662193728,0.447592067988668,0,0.0958878900760634,0.0932185661364132,0.571400978624775,0.531515580736544,0.585861157971799,0.561864040313115,0.591527169714138,0.46078723721485
"9",0.307378244386118,0.536557930258718,0.791863517060368,0.467788117394417,0.67941507311586,0.374188423815444,0.44488188976378,0.0958878900760634,0,0.0879588128407027,0.604151753758053,0.53458942632171,0.627399805361408,0.595990629675964,0.638224767358626,0.500828843762951
"10",0.256524216524217,0.496703296703297,0.745128205128205,0.438461538461539,0.644175824175824,0.333225371120108,0.395384615384615,0.0932185661364132,0.0879588128407027,0,0.598496503496503,0.54025641025641,0.610613656006914,0.601514497963096,0.646013986013986,0.510175438596491
"11",0.413299663299663,0.451298701298701,0.617676767676768,0.386363636363636,0.295454545454545,0.455741626794258,0.46875,0.571400978624775,0.604151753758053,0.598496503496503,0,0.228896103896104,0.312563840653728,0.423605210988389,0.220454545454545,0.319976076555024
"12",0.541005291005291,0.502380952380952,0.741666666666667,0.468614718614719,0.464285714285714,0.474937343358396,0.498511904761905,0.531515580736544,0.53458942632171,0.54025641025641,0.228896103896104,0,0.438804173354735,0.437194036493102,0.400649350649351,0.346804511278196
"13",0.477736163129421,0.464847512038523,0.563795255930088,0.401685393258427,0.357945425361156,0.342203824167159,0.515449438202247,0.585861157971799,0.627399805361408,0.610613656006914,0.312563840653728,0.438804173354735,0,0.476110469389898,0.221654749744637,0.386063473289967
"14",0.485981308411215,0.546461949265688,0.735410176531672,0.495681110167092,0.485981308411215,0.488030824725365,0.520151869158879,0.561864040313115,0.595990629675964,0.601514497963096,0.423605210988389,0.437194036493102,0.476110469389898,0,0.433361653922402,0.365141826528939
"15",0.414141414141414,0.437662337662338,0.583838383838384,0.363636363636364,0.336363636363636,0.469059011164275,0.496022727272727,0.591527169714138,0.638224767358626,0.646013986013986,0.220454545454545,0.400649350649351,0.221654749744637,0.433361653922402,0,0.359409888357257
"16",0.415692007797271,0.479323308270677,0.67719298245614,0.379186602870813,0.387844611528822,0.37280701754386,0.481907894736842,0.46078723721485,0.500828843762951,0.510175438596491,0.319976076555024,0.346804511278196,0.386063473289967,0.365141826528939,0.359409888357257,0
